# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
display-names	es-VE	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	et	script/Hans	lihtsustatud	lihtsustatud hani	DEFECT	TODO: explain this divergence or reclassify it
display-names	et	script/Hant	traditsiooniline	traditsiooniline hani	DEFECT	TODO: explain this divergence or reclassify it
display-names	et-EE	script/Hans	lihtsustatud	lihtsustatud hani	DEFECT	TODO: explain this divergence or reclassify it
display-names	et-EE	script/Hant	traditsiooniline	traditsiooniline hani	DEFECT	TODO: explain this divergence or reclassify it
display-names	eu	script/Hans	sinplifikatua	idazkera txinatar sinplifikatua	DEFECT	TODO: explain this divergence or reclassify it
display-names	eu	script/Hant	tradizionala	idazkera txinatar tradizionala	DEFECT	TODO: explain this divergence or reclassify it
display-names	eu-ES	script/Hans	sinplifikatua	idazkera txinatar sinplifikatua	DEFECT	TODO: explain this divergence or reclassify it
display-names	eu-ES	script/Hant	tradizionala	idazkera txinatar tradizionala	DEFECT	TODO: explain this divergence or reclassify it
display-names	fa	script/Hans	ساده‌شده	هان ساده‌شده	DEFECT	TODO: explain this divergence or reclassify it
display-names	fa	script/Hant	سنتی	هان سنتی	DEFECT	TODO: explain this divergence or reclassify it
display-names	fa-AF	script/Hans	ساده‌شده	هان ساده‌شده	DEFECT	TODO: explain this divergence or reclassify it
display-names	fa-AF	script/Hant	سنتی	هان سنتی	DEFECT	TODO: explain this divergence or reclassify it
display-names	fa-IR	script/Hans	ساده‌شده	هان ساده‌شده	DEFECT	TODO: explain this divergence or reclassify it
display-names	fa-IR	script/Hant	سنتی	هان سنتی	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-BF	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-BF	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-CM	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-CM	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GH	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GH	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GM	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GM	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GN	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GN	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GW	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-GW	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-LR	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-LR	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-MR	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-MR	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-NE	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-NE	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-NG	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-NG	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-SL	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-SL	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-SN	script/Hans	𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤖𞤮𞤴𞤲𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	ff-Adlm-SN	script/Hant	𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	𞤖𞤢𞥄𞤲𞤪𞤫 𞤚𞤢𞤱𞤢𞥄𞤲𞤣𞤫	DEFECT	TODO: explain this divergence or reclassify it
display-names	fi	script/Hans	yksinkertaistettu	yksinkertaistettu han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fi	script/Hant	perinteinen	perinteinen han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fi-FI	script/Hans	yksinkertaistettu	yksinkertaistettu han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fi-FI	script/Hant	perinteinen	perinteinen han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fil	script/Hans	Pinasimple	Pinasimpleng Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fil	script/Hant	Tradisyonal	Tradisyonal na Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fil-PH	script/Hans	Pinasimple	Pinasimpleng Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fil-PH	script/Hant	Tradisyonal	Tradisyonal na Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fo	script/Hans	einkult	einkult han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fo	script/Hant	vanligt	vanligt han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fo-DK	script/Hans	einkult	einkult han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fo-DK	script/Hant	vanligt	vanligt han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fo-FO	script/Hans	einkult	einkult han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fo-FO	script/Hant	vanligt	vanligt han	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BE	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BE	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BF	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BF	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BI	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BI	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BJ	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BJ	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BL	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-BL	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CA	script/Hans	idéogrammes han simplifiés	caractères chinois simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CA	script/Hant	idéogrammes han traditionnels	caractères chinois traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CD	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CD	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CF	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CF	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CG	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CG	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CH	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CH	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CI	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CI	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CM	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-CM	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-DJ	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-DJ	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-DZ	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-DZ	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-FR	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-FR	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GA	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GA	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GF	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GF	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GN	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GN	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GP	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GP	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GQ	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-GQ	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-HT	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-HT	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-KM	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-KM	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-LU	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-LU	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MA	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MA	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MC	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MC	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MF	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MF	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MG	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MG	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-ML	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-ML	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MQ	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MQ	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MR	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MR	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MU	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-MU	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-NC	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-NC	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-NE	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-NE	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-PF	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-PF	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-PM	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-PM	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-RE	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-RE	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-RW	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-RW	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-SC	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-SC	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-SN	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-SN	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-SY	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-SY	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-TD	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-TD	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-TG	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-TG	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-TN	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-TN	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-VU	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-VU	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-WF	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-WF	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-YT	script/Hans	simplifié	sinogrammes simplifiés	DEFECT	TODO: explain this divergence or reclassify it
display-names	fr-YT	script/Hant	traditionnel	sinogrammes traditionnels	DEFECT	TODO: explain this divergence or reclassify it
display-names	fy	script/Hans	Ferienfâldigd	Ferienfâldigd Sineesk	DEFECT	TODO: explain this divergence or reclassify it
display-names	fy	script/Hant	Traditjoneel	Traditjoneel Sineesk	DEFECT	TODO: explain this divergence or reclassify it
display-names	fy-NL	script/Hans	Ferienfâldigd	Ferienfâldigd Sineesk	DEFECT	TODO: explain this divergence or reclassify it
display-names	fy-NL	script/Hant	Traditjoneel	Traditjoneel Sineesk	DEFECT	TODO: explain this divergence or reclassify it
display-names	ga	script/Hans	Simplithe	Han Simplithe	DEFECT	TODO: explain this divergence or reclassify it
display-names	ga	script/Hant	Traidisiúnta	Han Traidisiúnta	DEFECT	TODO: explain this divergence or reclassify it
display-names	ga-GB	script/Hans	Simplithe	Han Simplithe	DEFECT	TODO: explain this divergence or reclassify it
display-names	ga-GB	script/Hant	Traidisiúnta	Han Traidisiúnta	DEFECT	TODO: explain this divergence or reclassify it
display-names	ga-IE	script/Hans	Simplithe	Han Simplithe	DEFECT	TODO: explain this divergence or reclassify it
display-names	ga-IE	script/Hant	Traidisiúnta	Han Traidisiúnta	DEFECT	TODO: explain this divergence or reclassify it
display-names	gd	script/Hans	Simplichte	Han simplichte	DEFECT	TODO: explain this divergence or reclassify it
display-names	gd	script/Hant	Tradaiseanta	Han tradaiseanta	DEFECT	TODO: explain this divergence or reclassify it
display-names	gd-GB	script/Hans	Simplichte	Han simplichte	DEFECT	TODO: explain this divergence or reclassify it
display-names	gd-GB	script/Hant	Tradaiseanta	Han tradaiseanta	DEFECT	TODO: explain this divergence or reclassify it
display-names	gl	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	gl	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	gl-ES	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	gl-ES	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	gu	script/Hans	સરળીકૃત	સરળીકૃત હાન	DEFECT	TODO: explain this divergence or reclassify it
display-names	gu	script/Hant	પરંપરાગત	પરંપરાગત હાન	DEFECT	TODO: explain this divergence or reclassify it
display-names	gu-IN	script/Hans	સરળીકૃત	સરળીકૃત હાન	DEFECT	TODO: explain this divergence or reclassify it
display-names	gu-IN	script/Hant	પરંપરાગત	પરંપરાગત હાન	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha	script/Hans	Sauƙaƙaƙƙe	Sauƙaƙaƙƙen Hans	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha	script/Hant	Na gargajiya	Han na gargajiya	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha-GH	script/Hans	Sauƙaƙaƙƙe	Sauƙaƙaƙƙen Hans	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha-GH	script/Hant	Na gargajiya	Han na gargajiya	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha-NE	script/Hans	Sauƙaƙaƙƙe	Sauƙaƙaƙƙen Hans	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha-NE	script/Hant	Na gargajiya	Han na gargajiya	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha-NG	script/Hans	Sauƙaƙaƙƙe	Sauƙaƙaƙƙen Hans	DEFECT	TODO: explain this divergence or reclassify it
display-names	ha-NG	script/Hant	Na gargajiya	Han na gargajiya	DEFECT	TODO: explain this divergence or reclassify it
display-names	he	script/Hans	פשוט	האן פשוט	DEFECT	TODO: explain this divergence or reclassify it
display-names	he	script/Hant	מסורתי	האן מסורתי	DEFECT	TODO: explain this divergence or reclassify it
display-names	he-IL	script/Hans	פשוט	האן פשוט	DEFECT	TODO: explain this divergence or reclassify it
display-names	he-IL	script/Hant	מסורתי	האן מסורתי	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi	script/Hans	सरलीकृत	सरलीकृत हान	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi	script/Hant	पारंपरिक	पारंपरिक हान	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi-IN	script/Hans	सरलीकृत	सरलीकृत हान	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi-IN	script/Hant	पारंपरिक	पारंपरिक हान	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi-Latn	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi-Latn	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi-Latn-IN	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	hi-Latn-IN	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	hr	script/Hans	pojednostavljeno pismo	pojednostavljeno hansko pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hr	script/Hant	tradicionalno pismo	tradicionalno hansko pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hr-BA	script/Hans	pojednostavljeno pismo	pojednostavljeno hansko pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hr-BA	script/Hant	tradicionalno pismo	tradicionalno hansko pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hr-HR	script/Hans	pojednostavljeno pismo	pojednostavljeno hansko pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hr-HR	script/Hant	tradicionalno pismo	tradicionalno hansko pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hsb	script/Hans	zjednorjene	zjednorjene chinske pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hsb	script/Hant	tradicionalne	tradicionalne chinske pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hsb-DE	script/Hans	zjednorjene	zjednorjene chinske pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hsb-DE	script/Hant	tradicionalne	tradicionalne chinske pismo	DEFECT	TODO: explain this divergence or reclassify it
display-names	hu	script/Hans	Egyszerűsített	Egyszerűsített kínai	DEFECT	TODO: explain this divergence or reclassify it
display-names	hu	script/Hant	Hagyományos	Hagyományos kínai	DEFECT	TODO: explain this divergence or reclassify it
display-names	hu-HU	script/Hans	Egyszerűsített	Egyszerűsített kínai	DEFECT	TODO: explain this divergence or reclassify it
display-names	hu-HU	script/Hant	Hagyományos	Hagyományos kínai	DEFECT	TODO: explain this divergence or reclassify it
display-names	hy	script/Hans	պարզեցված	պարզեցված չինական	DEFECT	TODO: explain this divergence or reclassify it
display-names	hy	script/Hant	ավանդական	ավանդական չինական	DEFECT	TODO: explain this divergence or reclassify it
